sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
10527,R-160-1-10_masks.tif,1,23055,1224.651804,459.6437541,105.6608046,4.350182224,0.973220061,51.34351708,2952.724355,107.6400781,11256,0.488223813,193.88237,192.8687744,155.12677
10528,R-160-1-10_masks.tif,2,20400,1213.338095,427.2035476,112.4521102,3.798982044,0.964733541,22.30579953,2465.259706,270.9338725,9148,0.448431373,199.1459351,197.5476532,155.9842529
10529,R-160-1-10_masks.tif,3,17034,1122.509668,432.4186896,62.48942224,6.91987018,0.989503138,-21.95056645,3362.402137,365.3304567,8602,0.50499002,205.483139,199.7359924,158.0682373
10530,R-160-1-10_masks.tif,4,11176,687.0538239,249.1653973,60.2228549,4.13738933,0.970351446,-39.17385114,2611.713672,312.6524696,3711,0.332050823,208.0873108,203.1121063,153.6836395
10531,R-160-1-10_masks.tif,5,16642,1013.882251,366.8154885,89.53536826,4.09687809,0.969753011,-15.1552051,3255.285903,369.4530105,7767,0.466710732,202.3924255,195.9729614,155.182312
10532,R-160-1-10_masks.tif,6,20809,1023.59798,441.9216824,63.35102747,6.975761878,0.989671546,-7.641999606,3488.197415,415.6768225,3589,0.172473449,193.2192841,188.5118408,170.9236603
10533,R-160-1-10_masks.tif,7,20314,1093.4386,415.5811887,80.51047757,5.161827395,0.981054916,25.38305567,1041.189229,431.8038299,13475,0.663335631,194.2485352,192.4148407,163.6511993
10534,R-160-1-10_masks.tif,8,15860,992.0243866,357.0953655,79.74941091,4.477717909,0.974743342,-27.42003301,3393.327932,416.5595208,1371,0.086443884,218.0889893,207.5900726,201.5368347
10535,R-160-1-10_masks.tif,9,20599,1153.923882,413.2584551,109.6823018,3.767777009,0.964136056,-53.58367817,2881.340842,341.3282684,8274,0.401669984,209.9886322,204.5627289,162.4633789
10536,R-160-1-10_masks.tif,10,12150,781.8406204,323.6171462,49.3623737,6.555947818,0.98829834,-12.86685747,3537.278683,422.0597531,4926,0.405432099,213.5142059,207.0828247,178.3674316
10537,R-160-1-10_masks.tif,11,19310,986.0832611,392.4314602,75.64362909,5.187898372,0.981246664,-5.901754679,2172.432574,497.1783014,5666,0.293423097,205.2566223,201.9324036,156.1330719
10538,R-160-1-10_masks.tif,12,18335,1044.752309,374.0618538,75.73272551,4.939236654,0.979290443,59.6867995,2319.927188,422.1496591,6670,0.36378511,191.0957947,190.5362854,159.4550171
10539,R-160-1-10_masks.tif,13,15364,766.5269119,323.2935219,67.28359387,4.80493837,0.978103467,-87.86799127,3734.886944,317.6789898,6942,0.45183546,204.369339,201.6915894,150.6119232
