sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
38613,R-50-1-10_masks.tif,1,3179,275.3137085,98.93218907,42.31497254,2.337994878,0.903912731,88.66789148,458.7508651,19.52941176,586,0.184334696,219.8941956,202.2150116,195.2389069
38614,R-50-1-10_masks.tif,2,4073,365.6984848,122.4523114,45.50034596,2.691239127,0.928402521,50.58109027,628.6408053,39.12496931,2763,0.678369752,190.9033661,188.8002167,155.3492584
38615,R-50-1-10_masks.tif,3,10552,609.254834,213.5052304,65.97651235,3.236079368,0.95105687,31.11937028,1052.444466,78.35926839,6250,0.592304776,186.3755188,182.8379211,134.6705627
38616,R-50-1-10_masks.tif,4,2785,296.7279221,117.0640803,33.02058447,3.545184985,0.959393025,84.6719903,3637.720287,13.97199282,245,0.087971275,224.9020386,211.9224548,201.1673431
38617,R-50-1-10_masks.tif,5,11230,669.3969696,242.5466498,60.34267685,4.019487739,0.968557985,31.71194839,999.5060552,98.34844167,9814,0.873909172,200.6410217,196.2893829,155.5453491
38618,R-50-1-10_masks.tif,6,15298,940.509668,356.919185,61.68634023,5.786032754,0.984951671,34.18562173,959.8954112,143.2611452,11762,0.768858674,196.8587799,191.3093872,152.4680328
38619,R-50-1-10_masks.tif,7,14879,917.0954544,348.310467,55.26320197,6.302755804,0.987333158,33.23389522,918.5689226,165.6394919,12346,0.829760065,203.2411346,198.1009216,166.2646179
38620,R-50-1-10_masks.tif,8,8878,515.9411255,190.9134706,60.46644382,3.15734577,0.948518502,-74.06219777,3779.309529,62.0613877,7478,0.842306826,205.4831543,198.2431183,137.2398987
38621,R-50-1-10_masks.tif,9,5902,444.3847763,181.6182502,43.145231,4.209462923,0.971372868,-89.64739589,3639.34446,50.10521857,4423,0.749406981,203.9007416,200.6007233,149.6484222
38622,R-50-1-10_masks.tif,10,6296,433.4558441,158.023771,52.83811886,2.990715309,0.942442533,-80.09366217,467.5538437,61.03589581,6145,0.976016518,201.6761627,198.6470337,163.7153778
38623,R-50-1-10_masks.tif,11,3881,304.7279221,118.9693848,43.12037189,2.759006465,0.932003484,-87.83784589,348.4055656,73.97371811,3504,0.902860088,200.6464081,200.251709,151.1717987
38624,R-50-1-10_masks.tif,12,13255,927.9238816,342.7479462,50.94438798,6.727884263,0.988892105,33.26441892,882.9405507,201.5901924,8668,0.653941909,193.7361603,188.8447113,143.7733002
38625,R-50-1-10_masks.tif,13,9295,646.9116882,242.1291293,51.45010703,4.706095736,0.977163162,-66.25490262,3800.833997,107.5585799,8552,0.920064551,210.2567749,204.681015,156.0487671
38626,R-50-1-10_masks.tif,14,8601,567.0121933,220.2755279,50.81665417,4.334711357,0.973025907,-66.6930069,417.6194629,129.5538891,7258,0.843855366,197.3094482,194.5348511,140.6869659
38627,R-50-1-10_masks.tif,15,15525,881.882251,336.6406093,78.28823776,4.300015162,0.972582692,-62.28455869,5289.005089,150.334686,7813,0.503252818,206.2371674,198.854599,143.8945313
38628,R-50-1-10_masks.tif,16,19182,1086.811183,408.0215234,67.36037083,6.057293307,0.986278466,0.180322013,553.9759671,299.1666145,11024,0.574705453,197.2118073,192.4294281,149.7162628
38629,R-50-1-10_masks.tif,17,12237,876.7523087,302.3616304,52.85738806,5.720328633,0.984601275,46.3744437,749.6405982,204.4118657,6705,0.547928414,201.3300476,197.3683777,169.3694305
38630,R-50-1-10_masks.tif,18,10115,748.0832611,291.4786223,51.52688832,5.656825627,0.984250824,-70.01286886,3796.194464,159.5331686,8346,0.825111221,206.3375244,201.4230804,147.8572998
38631,R-50-1-10_masks.tif,19,8451,530.0416306,213.4801342,51.02028026,4.184221119,0.971021264,-80.27939975,232.8713762,133.3496628,6832,0.808425038,193.9398346,192.2845459,142.1339264
38632,R-50-1-10_masks.tif,20,16781,924.1837662,371.4135225,66.60971583,5.575966176,0.98378695,-1.093796207,615.112389,301.7505512,7971,0.47500149,190.9878235,183.8285065,141.6120911
38633,R-50-1-10_masks.tif,21,10503,729.2964646,263.8038047,58.09748072,4.540709879,0.975447999,35.93805991,849.7956774,233.2694468,4082,0.388650862,200.1736908,196.6168518,164.2226868
38634,R-50-1-10_masks.tif,22,12416,838.509668,301.5745625,59.23858067,5.0908472,0.980517658,48.33552307,727.6207313,244.6100193,7756,0.624677835,191.5079956,188.2070618,153.3076324
38635,R-50-1-10_masks.tif,23,9960,707.8406204,270.7219629,53.2725408,5.081829378,0.980447763,-69.45719278,5324.846888,181.5330321,8144,0.817670683,207.4786377,201.0317993,151.8032837
