image,label,area,perimeter,aspect_ratio,max_diameter,circularity
18476_mask.png,1,1016.0,121.53910524340094,1.2816503496623757,41.78516483155236,0.8643139098341216
18476_mask.png,2,2052.0,168.36753236814712,1.2725254298368727,58.59180830116101,0.9096420469540069
18476_mask.png,3,1339.0,138.22539674441617,1.436892196382832,49.09175083453431,0.8806731397923203
18476_mask.png,4,1433.0,142.36753236814712,1.3504328315753709,48.25971404805462,0.8884523477245867
18476_mask.png,5,1235.0,131.39696961967,1.3384745773621742,44.91102314577124,0.8988891183198737
18476_mask.png,6,1723.0,153.19595949289334,1.1398391025749348,49.64876634922564,0.9225725305224213
18476_mask.png,7,1194.0,126.8111831820431,1.1781640647012683,42.20189569201838,0.9330374625162151
18476_mask.png,8,1871.0,162.8528137423857,1.3070330521862676,54.67174773134658,0.8865293501238081
18476_mask.png,9,1166.0,126.56854249492379,1.071581896026374,40.0,0.9146540388862189
18476_mask.png,10,126.0,39.55634918610404,1.167589237798988,13.601470508735444,1.0119242536624842
18476_mask.png,11,1704.0,152.12489168102786,1.1440832533693404,50.0,0.925292177129878
18476_mask.png,12,1400.0,138.46803743153546,1.1537293392406054,44.721359549995796,0.9175691976816303
18476_mask.png,13,1218.0,128.8111831820431,1.3016619908882114,44.553338819890925,0.9224652469517262
18476_mask.png,14,1488.0,144.12489168102786,1.1760000238672326,47.16990566028302,0.900191291897217
18476_mask.png,15,1570.0,147.78174593052023,1.248865843550238,49.57822102496216,0.9033747139279875
18476_mask.png,16,1387.0,140.71067811865476,1.344516606078967,48.27007354458868,0.8803030631800011
18476_mask.png,17,2114.0,172.2670273047588,1.0497763935714324,53.81449618829484,0.8951803244479881
18476_mask.png,18,1431.0,141.63961030678928,1.3031808052760672,47.853944456021594,0.896355012326295
18476_mask.png,19,1052.0,117.9827560572969,1.126595675613905,38.47076812334269,0.9497045743756428
18476_mask.png,20,1507.0,143.29646455628165,1.1325511174389216,46.57252408878007,0.9222574354765324
18476_mask.png,21,853.0,107.1543289325507,1.1824944907176038,35.17101079013795,0.9335540203142587
18476_mask.png,22,1555.0,146.22539674441617,1.2381037695019892,48.507731342539614,0.9138915054701389
18476_mask.png,23,1276.0,132.95331880577402,1.149160292310667,43.73785545725808,0.9071146333260263
18476_mask.png,24,2825.0,198.40916292848974,1.1058098925355007,62.96824596572466,0.9017888608057829
18476_mask.png,25,1601.0,150.36753236814712,1.3566975330000548,52.20153254455275,0.8898013298757085
