image,label,area,perimeter,aspect_ratio,max_diameter
14040_mask.png,1,1203.0,126.5685424949238,1.1342398739259023,42.04759208325728
14040_mask.png,2,508.0,85.11269837220809,1.1955427922934965,28.231188426986208
14040_mask.png,3,657.0,107.01219330881975,2.0908496148585622,42.190046219457976
14040_mask.png,4,186.0,57.79898987322333,2.4029640977081406,24.08318915758459
14040_mask.png,5,1242.0,129.39696961967,1.181426925938399,42.95346318982906
14040_mask.png,6,1574.0,145.53910524340094,1.062158924452747,46.32493928760188
14040_mask.png,7,1372.0,135.63961030678928,1.170816075646677,45.79301256742124
14040_mask.png,8,1360.0,137.88225099390854,1.313275996832809,47.53945729601885
14040_mask.png,9,1364.0,137.29646455628165,1.3560365803239771,48.84669896727925
14040_mask.png,10,1873.0,161.53910524340094,1.3304732179078578,55.78530272392541
14040_mask.png,11,1490.0,142.12489168102786,1.1429865064195293,46.57252408878007
14040_mask.png,12,1553.0,150.61017305526642,1.5855507591734093,55.44366510251645
14040_mask.png,13,1493.0,141.88225099390854,1.0350031805838045,44.40720662234904
14040_mask.png,14,791.0,105.01219330881975,1.3533855163178086,35.90264614203248
14040_mask.png,15,1757.0,154.61017305526642,1.0661674954681502,49.16299421312742
14040_mask.png,16,1613.0,148.71067811865476,1.1367938816108818,48.104053883222775
14040_mask.png,17,502.0,94.5269119345812,2.177985409552447,38.05259518088089
14040_mask.png,18,1318.0,132.22539674441617,1.083900611260478,43.08131845707603
14040_mask.png,19,1440.0,141.63961030678928,1.2821279909937324,48.46648326421054
14040_mask.png,20,1205.0,129.49747468305833,1.2465030992613597,42.720018726587654
14040_mask.png,21,1479.0,144.22539674441617,1.2446562108614243,50.0
14040_mask.png,22,1867.0,158.95331880577402,1.099170815537835,51.10772935672255
14040_mask.png,23,1187.0,126.81118318204308,1.2048159916595034,42.485291572496
14040_mask.png,24,1124.0,132.95331880577402,1.7204435317019535,48.16637831516918
14040_mask.png,25,789.0,102.08326112068522,1.0123500478617422,31.78049716414141
14040_mask.png,26,1478.0,140.71067811865476,1.101134461574869,45.5411901469428
14040_mask.png,27,1386.0,136.22539674441617,1.1812859231221804,45.79301256742124
14040_mask.png,28,723.0,104.46803743153546,1.4116984794873206,36.76955262170047
14040_mask.png,29,1796.0,179.88225099390854,2.2144907886454823,69.72087205421343
14040_mask.png,30,1336.0,135.29646455628165,1.0484310154842365,42.01190307520001
14040_mask.png,31,1254.0,130.5685424949238,1.1767192116240563,43.60045871318328
14040_mask.png,32,1722.0,154.12489168102786,1.1826818776725905,50.48762224545735
14040_mask.png,33,1284.0,132.81118318204307,1.0664441079457132,41.30375285612676
14040_mask.png,34,1282.0,131.63961030678928,1.0998256882519433,42.5440947723653
14040_mask.png,35,1735.0,154.95331880577402,1.3160485725438051,53.600373133029585
14040_mask.png,36,1542.0,144.12489168102783,1.1776076436903724,47.853944456021594
14040_mask.png,37,1254.0,133.53910524340094,1.4950677725658397,47.634021455258214
14040_mask.png,38,1130.0,123.63961030678928,1.1814684542455034,40.45985664828782
14040_mask.png,39,927.0,109.74011537017762,1.0397936149154767,34.785054261852174
14040_mask.png,40,1693.0,152.71067811865476,1.0944068729378174,48.27007354458868
14040_mask.png,41,2124.0,170.0243866176395,1.0560145687235476,53.600373133029585
14040_mask.png,42,1262.0,133.4386001800126,1.2280201786626614,45.5411901469428
14040_mask.png,43,1141.0,127.39696961966999,1.4486152093262075,46.22769732530488
14040_mask.png,44,1475.0,140.46803743153546,1.083425007407774,45.221676218380054
14040_mask.png,45,1259.0,135.78174593052023,1.3156068506069079,44.9221548904324
14040_mask.png,46,1840.0,158.36753236814712,1.051535224450103,50.24937810560445
14040_mask.png,47,1701.0,152.95331880577402,1.0276583525644767,46.87216658103186
14040_mask.png,48,403.0,76.76955262170047,1.5423560897596318,27.892651361962706
14040_mask.png,49,1167.0,126.81118318204308,1.1275611350312218,41.23105625617661
14040_mask.png,50,1365.0,135.05382386916236,1.0461261752951725,42.720018726587654
14040_mask.png,51,1599.0,148.61017305526642,1.2371463281376396,49.20365840057018
14040_mask.png,52,1058.0,119.98275605729688,1.2274170173036218,39.96248240537617
14040_mask.png,53,1261.0,132.46803743153546,1.2324088503127655,44.181444068749045
14040_mask.png,54,1819.0,158.8528137423857,1.2476193990767233,52.69724850502159
14040_mask.png,55,1737.0,153.78174593052023,1.051009600627976,49.24428900898052
14040_mask.png,56,887.0,115.59797974644667,1.6067534432584853,41.97618372363071
14040_mask.png,57,1339.0,134.46803743153546,1.079833279571603,43.266615305567875
14040_mask.png,58,1477.0,141.29646455628165,1.1683510436827262,46.61544808322666
14040_mask.png,59,1222.0,127.63961030678928,1.0645742002367842,40.26164427839479
14040_mask.png,60,1585.0,148.12489168102786,1.2773631595343236,50.60632371551998
14040_mask.png,61,1399.0,138.71067811865476,1.1931158660896908,45.5411901469428
14040_mask.png,62,1392.0,137.0538238691624,1.0966566658495824,44.294469180700204
14040_mask.png,63,2143.0,170.8528137423857,1.0518574579188975,54.230987451824994
14040_mask.png,64,2087.0,168.61017305526642,1.076418865675313,53.150729063673246
14040_mask.png,65,1687.0,150.95331880577402,1.0516226105736526,47.29693436154187
14040_mask.png,66,2062.0,169.09545442950497,1.02364621055295,52.46903848937962
14040_mask.png,67,1871.0,159.53910524340094,1.1410355432766746,52.172789842982326
14040_mask.png,68,1977.0,165.6812408671319,1.3037901862275387,57.0087712549569
14040_mask.png,69,1238.0,133.59797974644667,1.2872628468344545,47.01063709417264
14040_mask.png,70,1990.0,164.8528137423857,1.0762488197242284,52.15361924162119
14040_mask.png,71,1946.0,162.61017305526642,1.0867063170677331,51.478150704935004
14040_mask.png,72,1502.0,144.12489168102786,1.2183722388402398,48.27007354458868
14040_mask.png,73,1766.0,154.0243866176395,1.0458407975634525,48.010415536631214
14040_mask.png,74,1767.0,154.95331880577402,1.1177154668284734,51.62363799656123
14040_mask.png,75,2149.0,170.36753236814712,1.0300089080444046,53.2634959423431
14040_mask.png,76,1105.0,122.8111831820431,1.163730505649862,40.44749683231337
14040_mask.png,77,1569.0,145.88225099390854,1.0866427568588584,46.32493928760188
14040_mask.png,78,1433.0,138.71067811865476,1.031425441448234,43.46262762420146
14040_mask.png,79,1466.0,140.46803743153546,1.014249695826294,43.41658669218482
14040_mask.png,80,1594.0,146.71067811865476,1.125786601030919,48.05205510693585
14040_mask.png,81,1491.0,141.88225099390854,1.0475650231253473,44.82186966202994
14040_mask.png,82,1501.0,142.12489168102786,1.0295520429039096,44.721359549995796
14040_mask.png,83,1814.0,157.78174593052023,1.0613637613794031,49.64876634922564
14040_mask.png,84,1293.0,130.81118318204307,1.0172843580263302,41.10960958218893
14040_mask.png,85,1329.0,134.46803743153546,1.1518659306573886,43.73785545725808
14040_mask.png,86,1869.0,160.95331880577405,1.1640128500704139,52.49761899362675
14040_mask.png,87,1185.0,128.5685424949238,1.3888043283765141,45.880278987817846
14040_mask.png,88,1523.0,148.12489168102786,1.4089906194619861,52.3450093132096
14040_mask.png,89,1176.0,127.88225099390857,1.4644761449708454,46.32493928760188
14040_mask.png,90,1237.0,128.5685424949238,1.0768818430482217,40.80441152620633
14040_mask.png,91,1668.0,149.5391052434009,1.0339144942635343,46.87216658103186
14040_mask.png,92,1942.0,161.78174593052023,1.1085858773464259,52.55473337388365
14040_mask.png,93,2077.0,169.4386001800126,1.0651948837768503,53.9351462406472
14040_mask.png,94,1417.0,138.22539674441617,1.1015287896594261,45.0
