image,label,area,perimeter,aspect_ratio,max_diameter,circularity
43708_mask.png,1,650.0,107.08326112068524,2.0746518408929027,43.41658669218482,0.7123280448667842
43708_mask.png,2,1434.0,140.36753236814712,1.2146869149871604,48.05205510693585,0.914588392031839
43708_mask.png,3,1600.0,146.12489168102783,1.0427801412610223,46.647615158762406,0.941632505724441
43708_mask.png,4,1864.0,159.78174593052023,1.050346154384578,49.8196748283246,0.9174902278502324
43708_mask.png,5,1371.0,136.95331880577405,1.0526117573919762,43.41658669218482,0.9185487209381298
43708_mask.png,6,1180.0,125.88225099390856,1.0916945043553792,40.44749683231337,0.9357565394470104
43708_mask.png,7,1106.0,122.46803743153546,1.0852926590171654,39.20459156782532,0.9266579893919016
43708_mask.png,8,1605.0,147.78174593052023,1.094388025462934,47.38143096192854,0.923513640671605
43708_mask.png,9,1359.0,137.29646455628168,1.0754421722508622,43.174066289845804,0.9059633156422392
43708_mask.png,10,2164.0,171.19595949289334,1.0956757557159031,54.70831746635972,0.9278549727836609
43708_mask.png,11,1632.0,148.71067811865473,1.07680255692536,47.29693436154187,0.9273543434816618
43708_mask.png,12,1421.0,138.71067811865476,1.1280087177273752,44.64302857109943,0.9280773039805449
43708_mask.png,13,1082.0,121.15432893255071,1.1459824703266428,39.319206502675,0.9263161843041421
43708_mask.png,14,1447.0,143.0538238691624,1.2657007510460214,48.104053883222775,0.8885450522822667
43708_mask.png,15,1510.0,142.71067811865476,1.0519799011029456,44.68780594300866,0.9316952293842409
43708_mask.png,16,3932.0,232.55129855222071,1.1727961390887258,76.15773105863909,0.9136625737550643
43708_mask.png,17,1564.0,146.4680374315355,1.2140202325278755,49.57822102496216,0.9161379802649123
43708_mask.png,18,1329.0,133.88225099390854,1.144161402918482,44.294469180700204,0.9317273278763485
43708_mask.png,19,2309.0,176.2670273047588,1.0385925370237692,55.47071299343465,0.9338812077821259
43708_mask.png,20,2943.0,200.16652224137044,1.0230530198119876,61.91122676865643,0.923033022788614
43708_mask.png,21,1455.0,140.22539674441617,1.0366361773612665,44.04543109109048,0.9298641461733388
43708_mask.png,22,2147.0,171.19595949289334,1.1890340394365444,58.180752831155424,0.9205659087645656
43708_mask.png,23,1321.0,133.29646455628165,1.091581198044809,42.720018726587654,0.9342764895014495
43708_mask.png,24,1510.0,143.53910524340094,1.198229138816269,47.43416490252569,0.9209718201706624
43708_mask.png,25,873.0,108.32590180780451,1.1578607643399021,35.84689665786984,0.9348877761416993
43708_mask.png,26,1569.0,148.0243866176395,1.0598502921518236,47.43416490252569,0.899842015351098
43708_mask.png,27,1338.0,135.05382386916236,1.1164968753376145,43.266615305567875,0.9218329067620524
43708_mask.png,28,1840.0,157.5391052434009,1.1232217978653434,51.07837115648854,0.9316460306825569
43708_mask.png,29,1428.0,138.36753236814712,1.0552038311316991,44.28317965096906,0.9372807116940337
43708_mask.png,30,2097.0,169.1959594928933,1.1687920549294768,55.44366510251645,0.9205095939957847
43708_mask.png,31,2212.0,172.61017305526642,1.1026381357026627,55.362442142665635,0.9329582527209326
43708_mask.png,32,1233.0,133.39696961967,1.2362802509192994,44.384682042344295,0.870724998001431
43708_mask.png,33,1628.0,170.95331880577405,1.8064279278197288,59.77457653551382,0.7000179747480529
43708_mask.png,34,1100.0,121.15432893255071,1.111606004746147,40.311288741492746,0.9417262502167802
43708_mask.png,35,2717.0,193.33809511662426,1.0676359602502274,60.92618484691127,0.9134076229591525
43708_mask.png,36,1331.0,135.0538238691624,1.082521454450482,42.80186911806539,0.9170101636026092
43708_mask.png,37,1806.0,156.95331880577405,1.1039707018406422,50.32891812864648,0.9212693087243081
43708_mask.png,38,1728.0,152.61017305526642,1.0631514714480734,48.83646178829912,0.9323664390601141
43708_mask.png,39,2162.0,171.4386001800126,1.111711857646382,55.362442142665635,0.9243752944745419
43708_mask.png,40,1640.0,150.61017305526642,1.227145058880298,50.59644256269407,0.9085421848412347
43708_mask.png,41,1836.0,159.19595949289334,1.2372650522200987,53.600373133029585,0.9103710931858788
43708_mask.png,42,1690.0,153.53910524340094,1.1713784303599606,49.8196748283246,0.9008626012415234
43708_mask.png,43,1570.0,148.36753236814712,1.112476504809483,47.01063709417264,0.8962553667158115
43708_mask.png,44,1689.0,150.95331880577405,1.0750296729770208,48.27007354458868,0.9314384938212275
43708_mask.png,45,2986.0,200.99494936611663,1.0233040511010476,62.16912416947821,0.9288153376273387
43708_mask.png,46,2515.0,185.3380951166243,1.0788489672829586,59.07622195096772,0.9200649007328779
43708_mask.png,47,1665.0,151.19595949289334,1.1090337800084757,48.02082881417188,0.9152584161743883
43708_mask.png,48,1577.0,146.95331880577402,1.1894309151183122,48.507731342539614,0.9176620251538534
43708_mask.png,49,1705.0,151.53910524340094,1.0945638948982361,48.507731342539614,0.9330068022484238
43708_mask.png,50,2264.0,176.75230867899737,1.1848040799945936,58.855755878248644,0.9106596547452036
43708_mask.png,51,1700.0,151.88225099390857,1.1246844477510187,49.040799340956916,0.9260719614223434
43708_mask.png,52,3250.0,210.65180361560903,1.0964553362982532,66.40030120413611,0.9203708624835721
43708_mask.png,53,1204.0,127.63961030678928,1.1082053633765183,41.23105625617661,0.9286785438949523
43708_mask.png,54,2339.0,179.3380951166243,1.11540896891753,57.723478758647246,0.9138922214511839
43708_mask.png,55,1797.0,155.4386001800126,1.0734302820124952,49.72926703662542,0.9346310137917933
43708_mask.png,56,1613.0,147.53910524340094,1.080528290254165,46.87216658103186,0.931172069286809
43708_mask.png,57,2328.0,177.4386001800126,1.061462519291054,55.78530272392541,0.9291731137245708
43708_mask.png,58,2248.0,174.2670273047588,1.05979595157974,55.10898293381942,0.9301986931565475
43708_mask.png,59,1845.0,158.02438661763952,1.0453340199148078,49.20365840057018,0.9284489042282936
