sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
38972,B-50-1-01_masks.tif,1,4433,389.4558441,136.0744102,46.37675136,2.93410828,0.940128914,26.73744126,431.0787277,52.3101737,3188,0.719151816,203.5404663,198.8259125,165.8368835
38973,B-50-1-01_masks.tif,2,6880,486.627417,185.1708621,50.00164048,3.703295738,0.962851981,79.83047527,768.6431686,31.08241279,4752,0.690697674,186.1980286,185.5433502,144.394577
38974,B-50-1-01_masks.tif,3,9187,706.6690476,280.1589226,45.09975116,6.211983777,0.986957804,-69.59347383,2647.772069,43.81952759,0,0,,,
38975,B-50-1-01_masks.tif,4,12488,782.6101731,285.542344,58.20276232,4.905992991,0.979005812,53.10913929,3682.028347,76.61715247,9080,0.727098014,199.1063843,193.225769,162.7312775
38976,B-50-1-01_masks.tif,5,7623,584.3259018,206.8928504,50.46934213,4.099376803,0.969790447,36.13045091,388.1936246,74.77699069,4469,0.586252132,192.7634888,192.5607452,159.5200195
38977,B-50-1-01_masks.tif,6,5448,412.627417,159.1510525,45.36827139,3.507981408,0.958508418,17.61143824,478.9957783,70.50917768,4898,0.899045521,188.4150696,184.8781128,133.9507904
38978,B-50-1-01_masks.tif,7,11098,854.0243866,306.7281216,54.79149662,5.598097159,0.983915933,54.83870378,2234.509281,97.96503875,9665,0.870877636,195.0622864,193.0197601,163.9048157
38979,B-50-1-01_masks.tif,8,6931,589.7401154,201.1444343,48.07402426,4.184056513,0.97101895,57.3878501,2253.439619,59.09796566,6040,0.871447122,197.201828,194.710434,164.4250031
38980,B-50-1-01_masks.tif,9,3206,281.7989899,92.21662407,47.54221221,1.939678862,0.856859943,-60.05500551,2864.258266,30.17841547,0,0,,,
38981,B-50-1-01_masks.tif,10,16403,898.5269119,373.0347565,64.46107761,5.786976735,0.984956617,-3.069390433,2982.473999,147.5150277,9420,0.574285192,199.0981903,193.7686768,144.1658173
38982,B-50-1-01_masks.tif,11,10115,635.3553391,254.9168357,53.05904308,4.804399418,0.978098499,10.21142549,3263.229362,122.1282254,6006,0.593771626,199.2226105,194.3551483,156.3083649
38983,B-50-1-01_masks.tif,12,12465,840.509668,319.8128985,51.6653435,6.190085594,0.986864749,49.54156338,3637.031929,103.9403931,6051,0.48543923,186.8709259,184.0029755,138.1946716
38984,B-50-1-01_masks.tif,13,5300,458.1837662,166.3535325,43.37054033,3.83563431,0.965416332,55.76147499,4651.702264,46.17075472,5110,0.964150943,188.7136993,192.8908081,139.9107666
38985,B-50-1-01_masks.tif,14,5408,481.0121933,168.4422619,47.41387182,3.552594535,0.959565799,58.2511783,4723.03125,42.54585799,4477,0.827847633,202.5847626,205.0187683,171.5331726
38986,B-50-1-01_masks.tif,15,9983,799.0538239,273.3751166,48.15116808,5.677434785,0.984365862,60.04131712,5205.357107,70.0839427,6976,0.698787939,191.0107574,191.2780914,155.3170929
38987,B-50-1-01_masks.tif,16,17834,1147.137085,420.6049947,60.01983565,7.007766518,0.989766158,-36.3592749,2801.405966,167.7288886,8932,0.50084109,204.6650238,205.9731293,187.3019409
38988,B-50-1-01_masks.tif,17,23100,1351.681241,540.2809991,69.39167843,7.785962399,0.991717764,70.92620214,2210.938312,147.4720779,11968,0.518095238,193.7590179,191.5434418,153.8359833
38989,B-50-1-01_masks.tif,18,18417,916.7695526,383.9990575,64.85599682,5.920794935,0.985633837,0.834011929,3221.542216,225.5315198,12313,0.668567085,204.3652191,196.5261993,154.1498413
38990,B-50-1-01_masks.tif,19,12829,887.1543289,371.6094704,49.13112063,7.563626997,0.991221502,15.76035057,3551.799439,210.0817679,6664,0.519448125,203.1224518,200.3530884,164.3789063
38991,B-50-1-01_masks.tif,20,9652,677.5979797,272.1867619,46.55419294,5.846664815,0.985264488,15.06395108,3584.175197,188.9992748,7764,0.804392872,200.0431519,195.5189362,162.2081451
38992,B-50-1-01_masks.tif,21,14436,1049.722871,378.74689,55.15082351,6.867474788,0.98934149,-38.04061233,2814.098919,222.9458299,3292,0.228041009,217.1476288,217.9814758,196.3964081
38993,B-50-1-01_masks.tif,22,13245,800.2842712,337.7552043,56.5171054,5.976158933,0.985900679,0.180915544,3174.509853,249.3578709,10679,0.806266516,204.6744995,198.7010956,166.7259064
38994,B-50-1-01_masks.tif,23,7991,494.2842712,191.0488776,54.30029972,3.518376115,0.958758488,-76.42091917,725.8665999,120.9534476,6892,0.862470279,194.3049927,193.8802948,152.6050568
38995,B-50-1-01_masks.tif,24,11552,754.7695526,314.9423024,54.41832908,5.787430591,0.984958995,0.829862832,2909.117036,252.8986323,5218,0.451696676,207.7493286,203.2815247,172.8348083
38996,B-50-1-01_masks.tif,25,8424,567.3553391,217.401916,53.09445844,4.09462536,0.9697192,-73.25416633,811.0138889,144.0446344,0,0,,,
38997,B-50-1-01_masks.tif,26,6836,434.9705627,178.7744819,52.1077785,3.430859789,0.956579322,-86.77199581,73.33469865,139.3942364,5483,0.802077238,187.6915894,187.3401489,148.0910034
38998,B-50-1-01_masks.tif,27,20540,1168.852814,454.2532074,60.12668199,7.554935552,0.991201202,68.84317568,2013.851996,195.7922103,7450,0.362706913,190.7843018,183.1770477,140.4673767
38999,B-50-1-01_masks.tif,28,6435,500.3847763,205.8721388,40.82997858,5.042180916,0.980135934,2.700795447,2942.74934,229.959596,5379,0.835897436,196.210083,191.6936188,159.4104919
39000,B-50-1-01_masks.tif,29,16358,958.7523087,358.1873677,59.89846901,5.979908562,0.985918481,-33.29799242,3820.312874,273.358907,8792,0.537474019,203.0628967,199.9113922,157.4930573
39001,B-50-1-01_masks.tif,30,18862,1158.267027,433.7247831,63.39984363,6.841101781,0.989258705,69.0732905,1998.34429,241.1833846,7384,0.391474923,189.6924438,186.2453918,137.1566925
39002,B-50-1-01_masks.tif,31,16907,800.3259018,296.4104548,76.47572231,3.875876499,0.966143273,-72.18271275,4018.371621,199.497368,11286,0.667534157,204.5309296,200.5589294,160.0815125
39003,B-50-1-01_masks.tif,32,21314,1133.254834,522.2154897,60.48295861,8.634093003,0.993270228,-4.962733829,3664.849911,409.7556536,7522,0.352913578,203.5349579,196.672287,162.3082886
39004,B-50-1-01_masks.tif,33,12822,885.4386002,314.8633797,52.91933069,5.949874565,0.985774932,29.58039625,599.8561847,328.0435969,6892,0.537513648,198.0748749,194.764801,164.4954987
39005,B-50-1-01_masks.tif,34,15572,913.0121933,386.1029668,57.09205081,6.762814811,0.989007192,4.521130287,2621.756036,369.6568842,9041,0.580593373,200.6687317,195.4043732,160.8868561
39006,B-50-1-01_masks.tif,35,13571,769.4974747,303.578824,61.37160145,4.946568394,0.979352435,-71.66366784,4017.619556,257.5879449,8920,0.657283914,205.0433807,201.6945038,158.0547028
39007,B-50-1-01_masks.tif,36,15320,871.0121933,367.8212419,56.16849198,6.548533332,0.98827167,81.49180929,831.7309399,231.048107,8895,0.580613577,190.9114075,187.273407,144.1849365
39008,B-50-1-01_masks.tif,37,12418,920.0243866,365.6391442,48.09855333,7.601874045,0.99131,60.24451387,3444.972862,291.5545176,5611,0.451844097,200.4309387,197.2400665,161.0584564
39009,B-50-1-01_masks.tif,38,8084,666.8111832,251.5339825,43.22468978,5.819220075,0.985124116,59.47286323,3448.662543,253.5231321,6394,0.790945077,192.0544281,189.1685944,157.7829285
