sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
1,B-100-1-01_masks.tif,1,8317,590.7695526,239.201263,48.06324474,4.976802217,0.979605143,-19.32060937,233.5378141,91.53047974,2120,0.254899603,184.4226379,181.0608521,127.2363205
2,B-100-1-01_masks.tif,2,5759,441.1126984,154.7164858,51.85238729,2.983787128,0.942166721,-28.60668983,3493.289113,55.06424727,0,0,,,
3,B-100-1-01_masks.tif,3,8050,544.0832611,197.343252,55.60131831,3.54925491,0.959488064,-39.39147955,3538.049565,67.63130435,0,0,,,
4,B-100-1-01_masks.tif,4,5421,337.2132034,91.77855687,78.5160722,1.168914266,0.517811508,6.210001137,3638.318391,41.07987456,2990,0.551558753,198.8551788,194.8113708,131.9304352
5,B-100-1-01_masks.tif,5,11460,588.627417,228.4374812,68.2773161,3.34573024,0.954288068,7.429628192,3716.251047,90.74546248,4530,0.395287958,193.8659973,183.2662201,140.4964752
6,B-100-1-01_masks.tif,6,8869,504.7279221,217.1144353,53.72828995,4.040970511,0.968896756,3.379653927,3771.524975,92.96606156,3770,0.425076108,195.7082214,191.8023834,155.6562347
7,B-100-1-01_masks.tif,7,6029,461.0121933,167.9574458,47.47796751,3.537587107,0.959214698,57.55201701,3873.357107,46.14314148,3268,0.542046774,187.2545929,189.8898468,157.5593567
8,B-100-1-01_masks.tif,8,10898,584.8700577,233.2539487,62.99150009,3.702943228,0.962844771,5.887566101,4393.340796,99.63121674,3358,0.308129932,200.6673584,199.1908875,148.910965
9,B-100-1-01_masks.tif,9,13941,968.7523087,356.7525826,58.04971961,6.145638342,0.986672777,50.13677294,548.98135,123.312101,7374,0.528943404,192.7435608,191.1400909,157.3401184
10,B-100-1-01_masks.tif,10,12289,870.1665222,325.8343042,49.32670076,6.605637498,0.988474748,47.36575718,592.1373586,104.3521035,6583,0.535682318,188.1936798,186.0662384,155.4958191
11,B-100-1-01_masks.tif,11,18001,1216.350288,435.5934572,58.06716544,7.501545046,0.991074944,-37.9684463,1008.833398,216.0279984,6105,0.339147825,202.7336578,197.8666687,162.825882
