sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
1,R-100-1-10_masks.tif,1,22711,1198.752309,459.6828696,94.3607214,4.871548912,0.978704645,26.52288013,82.40200784,191.3794197,7475,0.329135661,193.2102966,186.5581207,151.2266235
2,R-100-1-10_masks.tif,2,20860,1055.539105,389.2659656,89.50428154,4.349132342,0.973206952,21.45632637,180.5669703,143.8349473,9659,0.46303931,192.540741,188.6572113,152.1678162
3,R-100-1-10_masks.tif,3,16262,1008.024387,396.7096109,55.25347421,7.179812972,0.990253124,26.54711558,306.3127537,154.3451605,8344,0.51309802,200.1281128,195.8582153,167.4585266
4,R-100-1-10_masks.tif,4,12312,796.4680374,304.6075806,53.3771061,5.706708416,0.984527104,27.82694396,341.4618259,115.7897173,8089,0.6570013,196.9452362,192.9327545,167.9160614
5,R-100-1-10_masks.tif,5,16541,918.2253967,356.3953566,78.94355553,4.514559222,0.975159107,17.87355506,399.0827036,135.5480926,9425,0.569796264,196.3678589,193.2904053,167.5799408
6,R-100-1-10_masks.tif,6,2043,229.5563492,75.84273581,35.83641259,2.1163596,0.881325581,67.50317565,707.2006853,21.70288791,1339,0.655408713,199.9402466,202.5332336,166.7012634
7,R-100-1-10_masks.tif,7,4890,338.3847763,112.1058252,60.14769281,1.863842484,0.843883774,61.8207506,784.7239264,29.96871166,0,0,,,
8,R-100-1-10_masks.tif,8,6841,431.4558441,140.9387836,64.93828429,2.170349666,0.88752724,-2.920270473,852.4221605,60.48487063,0,0,,,
9,R-100-1-10_masks.tif,9,11876,792.3259018,311.2814315,57.96435107,5.370221969,0.98250958,18.51148818,2079.484086,126.8698215,5555,0.467750084,200.7161102,197.7242126,168.7076569
10,R-100-1-10_masks.tif,10,13460,745.9411255,314.631643,57.28616753,5.492279489,0.983284875,13.48511792,2164.222511,127.661367,7404,0.550074294,205.2016449,202.2775574,175.0072937
11,R-100-1-10_masks.tif,11,12486,701.6984848,289.7735978,59.02875392,4.909024477,0.979032011,7.909210021,2212.91046,122.7343425,8952,0.716962999,197.9612427,195.2422943,173.938446
12,R-100-1-10_masks.tif,12,10656,757.1543289,276.2696584,49.95692367,5.530157545,0.983514979,21.05459411,108.2390203,152.2591029,7801,0.732075826,189.1101074,186.6132507,165.2786865
13,R-100-1-10_masks.tif,13,14013,993.6812409,378.1195779,50.30412663,7.51667116,0.991110989,27.06039203,268.6018697,174.4109755,7197,0.513594519,197.9337158,193.0023651,175.0511322
14,R-100-1-10_masks.tif,14,3254,285.8994949,114.0260676,39.50942674,2.88604713,0.938051934,-1.355499427,943.8435771,51.51905347,0,0,,,
15,R-100-1-10_masks.tif,15,20281,917.3553391,387.2149104,67.907955,5.702055237,0.984501642,-86.77811445,641.1627139,96.15319757,7025,0.346383314,188.5252686,185.6650543,141.0177917
16,R-100-1-10_masks.tif,16,16652,890.6690476,339.5392978,77.28299348,4.393454272,0.973752063,-87.26441065,633.4517175,152.3827768,3236,0.194331011,217.7994385,208.0253448,186.9119263
17,R-100-1-10_masks.tif,17,16550,1023.882251,380.6558134,58.57950068,6.498106146,0.988087831,-71.37219233,753.1108157,185.1196375,5464,0.330151057,197.6070709,189.0955353,146.0858307
18,R-100-1-10_masks.tif,18,21904,1209.622366,432.5059125,77.44416743,5.584744815,0.983838299,52.77618975,3978.402712,229.9911432,18288,0.834915997,206.8894958,203.4801483,189.2844543
19,R-100-1-10_masks.tif,19,20507,1265.421356,467.4124913,57.31734125,8.15481809,0.992452843,53.03408519,3945.418345,270.0654411,15168,0.739649876,207.3969574,206.6875,183.8833771
20,R-100-1-10_masks.tif,20,17059,1200.007143,450.0067077,49.47302768,9.096000967,0.9939384,49.03689765,3911.157395,306.7711472,446,0.026144557,225.2735443,183.6524658,217.2309418
21,R-100-1-10_masks.tif,21,14406,1018.610173,412.7422247,57.70650304,7.152438685,0.990178003,-66.66169376,766.6005831,238.2351104,4337,0.301055116,198.4477692,197.144577,164.8902435
22,R-100-1-10_masks.tif,22,21271,1238.693434,451.2731911,72.8474125,6.194773097,0.986884752,49.12513528,3883.88073,343.9530346,14589,0.685863382,206.3035126,204.4360199,182.3798065
23,R-100-1-10_masks.tif,23,15873,999.7817459,369.4027924,92.62632415,3.988097291,0.968052877,-19.63676532,830.8142128,363.3312543,5668,0.357084357,200.3719177,192.3348694,156.8203888
24,R-100-1-10_masks.tif,24,13286,840.7106781,317.9579375,55.53163179,5.725708525,0.984630424,-26.81743824,882.1564052,349.4121632,6407,0.482236941,203.3330688,195.6791077,165.8056793
25,R-100-1-10_masks.tif,25,16052,1050.024387,393.9787091,55.41618077,7.109452575,0.990058272,-65.76825564,732.3196486,296.5390606,4560,0.284076751,202.9081116,202.171936,171.7192993
26,R-100-1-10_masks.tif,26,9810,826.7106781,309.54059,45.72387028,6.769781037,0.989029929,-26.10946498,924.2804281,354.1722732,5507,0.561365953,199.9822083,194.9625854,171.5592957
27,R-100-1-10_masks.tif,27,12383,912.7106781,348.539502,71.6209007,4.866449579,0.978659506,-29.78766432,943.7658887,389.9748042,5361,0.432932246,198.8556213,194.2258911,157.1605988
28,R-100-1-10_masks.tif,28,19491,1005.982756,405.0811001,79.92439555,5.06830358,0.980342218,84.94540265,5179.879534,297.1835206,14970,0.768046791,200.7300568,202.4250488,183.835144
29,R-100-1-10_masks.tif,29,15496,905.0121933,378.2388021,67.0429628,5.641737572,0.984165794,89.90379359,2889.234835,356.7467734,4112,0.265358802,204.0423126,194.3667297,154.7300568
30,R-100-1-10_masks.tif,30,17071,955.2964646,362.6312716,62.29944896,5.820778156,0.985132139,-69.95156224,4772.586375,388.8438873,14104,0.826196474,208.3020477,207.9461823,189.201004
31,R-100-1-10_masks.tif,31,17797,1041.195959,390.3318989,69.87872316,5.585847612,0.983844732,-69.09852442,4796.343429,432.6348823,12457,0.69994943,205.79216,207.2596893,184.87677
32,R-100-1-10_masks.tif,32,17146,1270.450793,476.2241258,50.00277557,9.523953827,0.99447239,-57.96852374,228.2190598,464.7260002,4136,0.241222443,194.0897064,192.3380127,152.3370361
33,R-100-1-10_masks.tif,33,10999,804.1837662,324.8945478,48.43743714,6.707509045,0.988824137,83.72380206,5131.873261,370.2471134,7768,0.706246022,210.4033203,213.178299,193.9888
34,R-100-1-10_masks.tif,34,16654,1034.166522,384.5529553,60.76587794,6.328435766,0.987436403,-58.03187081,204.5872463,428.8775069,4389,0.263540291,196.3645477,189.8282013,155.0457916
35,R-100-1-10_masks.tif,35,10257,564.0416306,224.3065051,64.8565097,3.458504106,0.957286113,-83.71672583,5350.317052,389.4288778,9448,0.921127035,211.7724457,212.2897949,198.3537292
36,R-100-1-10_masks.tif,36,9308,694.627417,265.2099457,46.20522123,5.739826337,0.984706524,-89.34614003,2888.404706,394.648367,5390,0.579071766,208.2537994,206.6374817,165.2063141
