image,label,area,perimeter,aspect_ratio,max_diameter,circularity
60977_mask.png,1,1222.0,128.81118318204307,1.1753413795653072,42.720018726587654,0.9254946894704514
60977_mask.png,2,1235.0,129.98275605729688,1.1784689736230842,42.95346318982906,0.9185553674432301
60977_mask.png,3,1691.0,151.53910524340094,1.053984190584296,47.80167361086848,0.9253457493267359
60977_mask.png,4,1561.0,144.95331880577402,1.010022953879938,44.9221548904324,0.9335905360155187
60977_mask.png,5,1053.0,119.9827560572969,1.0424533118679395,38.01315561749642,0.9191800036496381
60977_mask.png,6,1350.0,135.63961030678928,1.0480573120390433,43.08131845707603,0.9220841689003841
60977_mask.png,7,1571.0,146.12489168102786,1.0831685914540647,46.400431032480725,0.9245654165581849
60977_mask.png,8,1781.0,155.78174593052023,1.1230803274857206,50.32891812864648,0.9222329814815039
60977_mask.png,9,1387.0,137.88225099390854,1.129798644824631,44.384682042344295,0.9167894254901567
60977_mask.png,10,1873.0,159.4386001800126,1.0805661015994419,50.24937810560445,0.9258927765420938
60977_mask.png,11,1425.0,138.36753236814712,1.0841315371431457,44.721359549995796,0.9353116345686261
60977_mask.png,12,1315.0,134.46803743153546,1.062215834982479,42.2965719651132,0.9138974890737049
60977_mask.png,13,1610.0,147.29646455628165,1.149254929345481,48.373546489791295,0.9325048390907819
60977_mask.png,14,1282.0,131.88225099390854,1.107082781380097,42.2965719651132,0.9262435289659964
60977_mask.png,15,1575.0,145.88225099390854,1.1428376677160939,47.43416490252569,0.9300054856424584
60977_mask.png,16,1227.0,130.22539674441617,1.2089069608203238,42.95346318982906,0.9092075811379768
60977_mask.png,17,1511.0,144.46803743153546,1.2199045880748565,48.373546489791295,0.9097682625520112
60977_mask.png,18,1445.0,139.05382386916236,1.0927191793594853,44.64302857109943,0.9390999964010337
60977_mask.png,19,1470.0,142.12489168102786,1.0578994382882065,44.10215414239989,0.9145067289431931
60977_mask.png,20,1187.0,125.9827560572969,1.0906111782176724,40.80441152620633,0.9398063456423026
60977_mask.png,21,1888.0,160.61017305526642,1.0683992492363708,50.60632371551998,0.9197414385916268
60977_mask.png,22,984.0,116.32590180780451,1.2070736283187882,39.05124837953327,0.9138020044256161
60977_mask.png,23,1145.0,123.9827560572969,1.0200795810542114,38.8329756778952,0.9360364875831377
60977_mask.png,24,1272.0,134.63961030678928,1.2358429844025856,44.40720662234904,0.8817618064010003
60977_mask.png,25,1300.0,132.46803743153546,1.1218219731448544,42.5440947723653,0.9309599802749022
60977_mask.png,26,1310.0,132.46803743153546,1.0786595542531117,42.15447781671598,0.9381212108924014
60977_mask.png,27,1575.0,146.95331880577402,1.1073923824026606,47.38143096192854,0.9164982178930369
60977_mask.png,28,1030.0,116.32590180780451,1.022218560811669,36.89173349139343,0.9565203908113664
60977_mask.png,29,1692.0,151.53910524340094,1.1243087243330514,49.040799340956916,0.9258929673925705
60977_mask.png,30,1202.0,127.63961030678928,1.1740045422182215,42.43819034784589,0.9271358885064225
60977_mask.png,31,1876.0,159.4386001800126,1.0649924743664811,50.48762224545735,0.9273757868622358
60977_mask.png,32,808.0,105.63961030678928,1.2115639286971693,34.785054261852174,0.9098454840868692
60977_mask.png,33,866.0,107.49747468305833,1.1023355932940035,34.92849839314596,0.9417404657702299
60977_mask.png,34,1351.0,134.46803743153546,1.0712799320327893,42.579337712087536,0.9389167359228711
